id,url,marca,modelo,version,año,entidad,traccion,condicion,kilometraje,transmision,combustible,moneda,precio,precio_previo,primera_vez,ultima_vez,veces_visto,activo,telefono,whatsapp
CL-AD-20350069,https://www.chileautos.cl/vehiculos/detalles/2015-bmw-x6/CL-AD-20350069,bmw,x6,,2015,Particular,4x2,used,142000,automatica,diesel,CLP,25550000,,2026-07-07,2026-07-07,1,1,No disponible,+56979974172
GI-AD-888896,https://www.chileautos.cl/vehiculos/detalles/kia-grand-carnival-2017-3-3-ex-full-4x2-8p-6at-5p/GI-AD-888896,kia,grand carnival,2017 3.3 ex full 4x2 8p 6at 5p,2017,Automotora,4x2,used,102455,automatica,bencina,CLP,14090000,,2026-07-07,2026-07-07,1,1,+56228697190,No disponible
GI-AD-883066,https://www.chileautos.cl/vehiculos/detalles/jeep-compass-2017-2-4-sport-4x2-at-5p/GI-AD-883066,jeep,compass,2.4 sport 4x2 at 5p,2017,Automotora,4x2,used,103830,automatica,bencina,CLP,9090000,,2026-07-07,2026-07-07,1,1,+56228697193,No disponible
CL-AD-20016151,https://www.chileautos.cl/vehiculos/detalles/2023-volkswagen-amarok-2-0-highline-diesel-4motion-4x4-dob-cab-at-4p/CL-AD-20016151,volkswagen,amarok,2.0 highline diesel 4motion 4x4 dob. cab. at 4p.,2023,Particular,4x4,used,67974,automatica,diesel,CLP,30000000,,2026-07-07,2026-07-07,1,1,No disponible,+56984485089
CL-AD-19066084,https://www.chileautos.cl/vehiculos/detalles/2013-honda-ridgeline-3-5-rt-4wd-at-4p/CL-AD-19066084,honda,ridgeline,3.5 rt 4wd at 4p.,2013,Particular,4x4,used,215000,automatica,bencina,CLP,9750000,,2026-07-07,2026-07-07,1,1,No disponible,No disponible
CL-AD-18389549,https://www.chileautos.cl/vehiculos/detalles/2016-mitsubishi-montero-sport/CL-AD-18389549,mitsubishi,montero sport,sport ,2016,Particular,4x2,used,151004,manual,diesel,CLP,15500000,,2026-07-07,2026-07-07,1,1,No disponible,No disponible
GI-AD-892834,https://www.chileautos.cl/vehiculos/detalles/nissan-x-trail-2024-1-5-e-power-exclusive-hybrid-4x4-cvt-at-5p/GI-AD-892834,nissan,x-trail,1.5 e-power exclusive hybrid 4x4 cvt at 5p,2024,Automotora,4x4,used,50154,automatica,híbrido,CLP,26590000,,2026-07-07,2026-07-07,1,1,+56228697194,No disponible
GI-AD-862503,https://www.chileautos.cl/vehiculos/detalles/citroën-berlingo-2026-1-5-hdi-m-diesel-100-4x2-furgon-euro-6-bvm-mt-5p/GI-AD-862503,citroën,berlingo,1.5 hdi m diesel 100 4x2 furgon euro 6 bvm mt 5p,2026,Automotora,4x2,used,1,manual,diesel,CLP,17490000,,2026-07-07,2026-07-07,1,1,+56228697200,No disponible
CL-AD-20544233,https://www.chileautos.cl/vehiculos/detalles/2020-subaru-impreza-2-0-sport-dynamic-hb-awd-cvt-at-5p/CL-AD-20544233,subaru,impreza,2.0 sport dynamic hb awd cvt at 5p.,2020,Particular,4x2,used,74800,automatica,bencina,CLP,15800000,,2026-07-07,2026-07-07,1,1,No disponible,+56994605723
CL-AD-20453760,https://www.chileautos.cl/vehiculos/detalles/2020-ford-edge-2-0-sel-ecoboost-fwd-at-5p/CL-AD-20453760,ford,edge,2.0 sel ecoboost fwd at 5p.,2020,Particular,4x2,used,81850,automatica,bencina,CLP,16500000,,2026-07-07,2026-07-07,1,1,No disponible,+56992367007
CL-AD-20267526,https://www.chileautos.cl/vehiculos/detalles/2020-bmw-x7-3-0-40i-x-drive-4x4-at-5p/CL-AD-20267526,bmw,x7,3.0 40i x-drive 4x4 at 5p.,2020,Particular,4x4,used,79000,automatica,bencina,CLP,56500000,,2026-07-07,2026-07-07,1,1,No disponible,+56988192731
CL-AD-19966811,https://www.chileautos.cl/vehiculos/detalles/2022-peugeot-3008-1-6-allure-pack-thp-4x2-165-eat6-5p/CL-AD-19966811,peugeot,3008,1.6 allure pack thp 4x2 165 eat6 5p.,2022,Particular,4x2,used,36000,automatica,bencina,CLP,17990000,,2026-07-07,2026-07-07,1,1,No disponible,No disponible
GI-AD-887835,https://www.chileautos.cl/vehiculos/detalles/ford-ranger-2024-2-0-xlt-diesel-4x2-dob-cab-at-4p/GI-AD-887835,ford,ranger,2.0 xlt diesel 4x2 dob. cab. at 4p,2024,Automotora,4x2,used,36061,automatica,diesel,CLP,27990000,,2026-07-07,2026-07-07,1,1,+56228697214,No disponible
CL-AD-18462108,https://www.chileautos.cl/vehiculos/detalles/2020-chevrolet-prisma-1-4-ltz-4x2-mt-4p/CL-AD-18462108,chevrolet,prisma,1.4 ltz 4x2 mt 4p.,2020,Particular,4x2,used,114000,manual,bencina,CLP,8200000,,2026-07-07,2026-07-07,1,1,No disponible,+56999417499
GI-AD-892955,https://www.chileautos.cl/vehiculos/detalles/geely-coolray-2024-1-5-sport-4x2-at-5p/GI-AD-892955,geely,coolray,1.5 sport 4x2 at 5p,2024,Automotora,4x2,used,35200,automatica,bencina,CLP,13990000,,2026-07-07,2026-07-07,1,1,+56226564759,+56226564759
CP-AD-8523302,https://www.chileautos.cl/vehiculos/detalles/2022-hyundai-staria-9p-2-2-rzdr51/CP-AD-8523302,hyundai,staria,9p 2.2. rzdr51,2022,Automotora,4x2,used,98669,automatica,diesel,CLP,23800000,,2026-07-07,2026-07-07,1,1,+56226587037,+56226587037
GI-AD-878576,https://www.chileautos.cl/vehiculos/detalles/ford-f-150-2023-5-0-lariat-sport-cc-dob-cab-4x4-at-4p/GI-AD-878576,ford,f-150,5.0 lariat sport cc dob. cab. 4x4 at 4p,2023,Automotora,4x4,used,71600,automatica,bencina,CLP,36890000,,2026-07-07,2026-07-07,1,1,+56226586949,No disponible
CP-AD-8539309,https://www.chileautos.cl/vehiculos/detalles/2019-mercedes-benz-glc-250-2-1-diesel-4wd-at-5p/CP-AD-8539309,mercedes-benz,glc 250,250 2.1 diesel 4wd at 5p.,2019,Automotora,4x4,used,113230,automatica,diesel,CLP,39990000,,2026-07-07,2026-07-07,1,1,+56226586951,+56226586951
CL-AD-20357258,https://www.chileautos.cl/vehiculos/detalles/2021-chevrolet-colorado-2-8-ctdi-4x4-lt-mt-4p/CL-AD-20357258,chevrolet,colorado,2.8 ctdi 4x4 lt mt 4p.,2021,Particular,4x4,used,106201,manual,diesel,CLP,15000000,,2026-07-07,2026-07-07,1,1,No disponible,+56933545825
CL-AD-13372686,https://www.chileautos.cl/vehiculos/detalles/2017-peugeot-partner-1-6-hdi-diesel-4x2-90hp-pack-euro5-ac-mt-5p/CL-AD-13372686,peugeot,partner,1.6 hdi diesel 4x2 90hp pack euro5 ac mt 5p.,2017,Particular,4x2,used,112000,manual,diesel,CLP,8590000,,2026-07-07,2026-07-07,1,1,No disponible,+56946101168
CL-AD-18176253,https://www.chileautos.cl/vehiculos/detalles/2022-ford-territory/CL-AD-18176253,ford,territory,,2022,Particular,4x2,used,39924,automatica,bencina,CLP,13900000,,2026-07-07,2026-07-07,1,1,No disponible,+56997884660
CP-AD-8541852,https://www.chileautos.cl/vehiculos/detalles/2021-mercedes-benz-glc-220-d-coupe-2-1-glc-220-d-auto-4x4-at-diesel/CP-AD-8541852,mercedes-benz,glc 220 d coupe,220 d coupe 2.1 glc 220 d auto 4x4 at diesel,2021,Automotora,4x4,used,111427,automatica,diesel,CLP,30990000,,2026-07-07,2026-07-07,1,1,+56226586951,+56226586951
CL-AD-19166436,https://www.chileautos.cl/vehiculos/detalles/2023-ford-f-150-3-5-platinum-hev-hybrid-dob-cab-4x4-at-4p/CL-AD-19166436,ford,f-150,3.5 platinum hev hybrid dob. cab. 4x4 at 4p.,2023,Particular,4x4,used,19000,automatica,híbrido,CLP,54990000,,2026-07-07,2026-07-07,1,1,No disponible,No disponible
CP-AD-8481365,https://www.chileautos.cl/vehiculos/detalles/2024-bmw-218-1-5-gran-coupe-sport-4x2-at-4p/CP-AD-8481365,bmw,218,1.5 gran coupe sport 4x2 at 4p.,2024,Automotora,4x2,used,29000,automatica,bencina,CLP,26990000,,2026-07-07,2026-07-07,1,1,+56228698653,+56228698653
CL-AD-13486941,https://www.chileautos.cl/vehiculos/detalles/2011-toyota-rav4-2-4-4x2-at-5p/CL-AD-13486941,toyota,rav4,2.4 4x2 at 5p.,2011,Particular,4x2,used,224300,automatica,bencina,CLP,6500000,,2026-07-07,2026-07-07,1,1,No disponible,No disponible
CP-AD-8521937,https://www.chileautos.cl/vehiculos/detalles/2010-ssangyong-actyon-2-3-mt-4x2-abg/CP-AD-8521937,ssangyong,actyon,2.3  mt 4x2 abg,2010,Automotora,4x2,used,148000,manual,bencina,CLP,4480000,,2026-07-07,2026-07-07,1,1,+56226586993,+56226586993
GI-AD-877162,https://www.chileautos.cl/vehiculos/detalles/mazda-cx-5-2021-2-0-r-4x2-6mt-5p/GI-AD-877162,mazda,cx-5,2.0 r 4x2 6mt 5p,2021,Automotora,4x2,used,102480,manual,bencina,CLP,16490000,,2026-07-07,2026-07-07,1,1,+56228697196,No disponible
CL-AD-20469510,https://www.chileautos.cl/vehiculos/detalles/2013-samsung-sm3-1-6-pe-entry-4x2-mt-4p/CL-AD-20469510,samsung,sm3,1.6 pe entry 4x2 mt 4p.,2013,Particular,4x2,used,165000,manual,bencina,CLP,3950000,,2026-07-07,2026-07-07,1,1,No disponible,+56949597216
CP-AD-8532265,https://www.chileautos.cl/vehiculos/detalles/2024-kia-sorento-2-5-ex-full-gsl-2wd-at6-5p/CP-AD-8532265,kia,sorento,2.5 ex full gsl 2wd at6 5p.,2024,Automotora,4x2,used,10000,automatica,bencina,CLP,28990000,,2026-07-07,2026-07-07,1,1,+56228691808,+56228691808
CL-AD-20388509,https://www.chileautos.cl/vehiculos/detalles/1978-volkswagen-escarabajo/CL-AD-20388509,volkswagen,escarabajo,,1978,Particular,4x2,used,122500,manual,bencina,CLP,5000000,,2026-07-07,2026-07-07,1,1,No disponible,+56991452569
CL-AD-18461983,https://www.chileautos.cl/vehiculos/detalles/2010-kia-mohave-3-8-ex-4wd-cuero-techo-ac-at-5p/CL-AD-18461983,kia,mohave,3.8 ex 4wd cuero techo ac at 5p.,2010,Particular,4x4,used,150000,automatica,bencina,CLP,2500000,,2026-07-07,2026-07-07,1,1,No disponible,No disponible
CL-AD-20411096,https://www.chileautos.cl/vehiculos/detalles/2012-kia-sportage-2-0-lx-4x2-ac-dab-abs-at-5p/CL-AD-20411096,kia,sportage,2.0 lx 4x2 ac dab abs at 5p.,2012,Particular,4x2,used,226000,automatica,bencina,CLP,6990000,,2026-07-07,2026-07-07,1,1,No disponible,+56997349009
GI-AD-898593,https://www.chileautos.cl/vehiculos/detalles/chevrolet-sail-2026-1-5-ltz-t-4x2-sdn-mt-4p/GI-AD-898593,chevrolet,sail,1.5 ltz t 4x2 sdn mt 4p,2026,Automotora,4x2,used,25,manual,bencina,CLP,10490000,,2026-07-07,2026-07-07,1,1,+56226586956,No disponible
GI-AD-891120,https://www.chileautos.cl/vehiculos/detalles/nissan-navara-2024-2-3d-xe-diesel-4x2-dob-cab-mt-4p/GI-AD-891120,nissan,navara,2.3d xe diesel 4x2 dob.cab. mt 4p,2024,Automotora,4x2,used,62085,manual,diesel,CLP,14990000,,2026-07-07,2026-07-07,1,1,+56228697190,No disponible
GI-AD-859652,https://www.chileautos.cl/vehiculos/detalles/chevrolet-captiva-2026-1-5-premier-p-at/GI-AD-859652,chevrolet,captiva,1.5 premier p at,2026,Automotora,4x2,used,2075,automatica,bencina,CLP,18490000,,2026-07-07,2026-07-07,1,1,+56228697183,+56228697183
GI-AD-895100,https://www.chileautos.cl/vehiculos/detalles/nissan-versa-2023-1-6-advance-4x2-cvt-at-4p/GI-AD-895100,nissan,versa,1.6 advance 4x2 cvt at 4p,2023,Automotora,4x2,used,64648,automatica,bencina,CLP,12090000,,2026-07-07,2026-07-07,1,1,+56228697215,No disponible
GI-AD-897736,https://www.chileautos.cl/vehiculos/detalles/peugeot-208-2019-1-2-allure-puretech-4x2-110hp-at6-5p/GI-AD-897736,peugeot,208,1.2 allure puretech 4x2 110hp at6 5p,2019,Automotora,4x2,used,85783,automatica,bencina,CLP,8490000,,2026-07-07,2026-07-07,1,1,+56228697190,No disponible
GI-AD-889573,https://www.chileautos.cl/vehiculos/detalles/dfsk-500-2024-1-5-luxury-4x2-mt-5p/GI-AD-889573,dfsk,500,1.5 luxury 4x2 mt 5p,2024,Automotora,4x2,used,20388,manual,bencina,CLP,8890000,,2026-07-07,2026-07-07,1,1,+56228697193,No disponible
CL-AD-13480299,https://www.chileautos.cl/vehiculos/detalles/2017-peugeot-301-1-6-allure-pack-hdi-diesel-4x2-92hp-mt-4p/CL-AD-13480299,peugeot,301,1.6 allure pack hdi diesel 4x2 92hp mt 4p.,2017,Particular,4x2,used,163333,manual,diesel,CLP,9750000,,2026-07-07,2026-07-07,1,1,No disponible,No disponible
GI-AD-875378,https://www.chileautos.cl/vehiculos/detalles/peugeot-3008-2023-1-5-allure-pack-bluehdi-130-4x2-eat8-5p/GI-AD-875378,peugeot,3008,1.5 allure pack bluehdi 130 4x2 eat8 5p,2023,Automotora,4x2,used,77941,automatica,diesel,CLP,16290000,,2026-07-07,2026-07-07,1,1,+56228697190,No disponible
CL-AD-19730242,https://www.chileautos.cl/vehiculos/detalles/2013-kia-optima/CL-AD-19730242,kia,optima,,2013,Particular,4x2,used,180000,automatica,bencina,CLP,8800000,,2026-07-07,2026-07-07,1,1,No disponible,+56974585887
CL-AD-20636344,https://www.chileautos.cl/vehiculos/detalles/2021-dongfeng-ax4-1-6-luxury-4x2-at-5p/CL-AD-20636344,dongfeng,ax4,1.6 luxury 4x2 at 5p.,2021,Particular,4x2,used,169000,automatica,bencina,CLP,4990000,,2026-07-07,2026-07-07,1,1,No disponible,+56982325729
GI-AD-882141,https://www.chileautos.cl/vehiculos/detalles/peugeot-3008-2020-1-5-allure-bluehdi-4x2-130-eat8-5p/GI-AD-882141,peugeot,3008,1.5 allure bluehdi 4x2 130 eat8 5p,2020,Automotora,4x2,used,104351,automatica,diesel,CLP,13990000,,2026-07-07,2026-07-07,1,1,+56228697200,No disponible
GI-AD-897611,https://www.chileautos.cl/vehiculos/detalles/mg-mg-zx-2026-1-5-dlx-2wd-cvt-at-5p/GI-AD-897611,mg,zx,2026 1.5 dlx 2wd cvt at 5p,2026,Automotora,4x2,used,100,automatica,bencina,CLP,11490000,,2026-07-07,2026-07-07,1,1,+56226568943,No disponible
CP-AD-8533438,https://www.chileautos.cl/vehiculos/detalles/2020-ford-explorer-2-3-ecoboost-limited-4x4-at-5p/CP-AD-8533438,ford,explorer,2.3 ecoboost limited 4x4 at 5p.,2020,Automotora,4x4,used,94800,automatica,bencina,CLP,22990000,,2026-07-07,2026-07-07,1,1,+56228697252,+56228697252
CL-AD-13276168,https://www.chileautos.cl/vehiculos/detalles/2021-volkswagen-tiguan/CL-AD-13276168,volkswagen,tiguan,,2021,Particular,4x2,used,118000,automatica,bencina,CLP,18900000,,2026-07-07,2026-07-07,1,1,No disponible,No disponible
CL-AD-19003345,https://www.chileautos.cl/vehiculos/detalles/2021-bmw-240m/CL-AD-19003345,bmw,240m,,2021,Particular,4x2,used,59000,automatica,bencina,CLP,32500000,,2026-07-07,2026-07-07,1,1,No disponible,+56938629240
CP-AD-8531936,https://www.chileautos.cl/vehiculos/detalles/2024-mazda-2-1-5-s-4x2-sdn-6mt-4p/CP-AD-8531936,mazda,2,1.5 s 4x2 sdn 6mt 4p.,2024,Automotora,4x2,used,36000,manual,bencina,CLP,12490000,,2026-07-07,2026-07-07,1,1,+56226564769,+56226564769
GI-AD-889535,https://www.chileautos.cl/vehiculos/detalles/mitsubishi-outlander-2021-2-0-glx-4x2-at-5p/GI-AD-889535,mitsubishi,outlander,2.0 glx 4x2 at 5p,2021,Automotora,4x2,used,108406,automatica,bencina,CLP,13390000,,2026-07-07,2026-07-07,1,1,+56228697191,No disponible
GI-AD-857673,https://www.chileautos.cl/vehiculos/detalles/mazda-cx-5-2021-2-5-gtx-turbo-plus-awd-car-audio-6at-5p/GI-AD-857673,mazda,cx-5,2.5 gtx turbo plus awd car audio 6at 5p,2021,Automotora,4x2,used,72994,automatica,bencina,CLP,22590000,,2026-07-07,2026-07-07,1,1,+56228697194,No disponible
CP-AD-8529819,https://www.chileautos.cl/vehiculos/detalles/2024-toyota-hilux-dx-2-4-4x2-tghv99/CP-AD-8529819,toyota,hilux,dx 2.4 4x2. tghv99,2024,Automotora,4x2,used,75638,manual,diesel,CLP,19800000,,2026-07-07,2026-07-07,1,1,+56226587036,+56226587036
GI-AD-873629,https://www.chileautos.cl/vehiculos/detalles/kia-seltos-2021-1-6-ex-4x2-6mt-5p/GI-AD-873629,kia,seltos,1.6 ex 4x2 6mt 5p,2021,Automotora,4x2,used,104863,manual,bencina,CLP,11790000,,2026-07-07,2026-07-07,1,1,+56228698463,No disponible
GI-AD-884380,https://www.chileautos.cl/vehiculos/detalles/nissan-x-trail-2023-2-5-sense-4x2-3row-cvt-at-5p/GI-AD-884380,nissan,x-trail,2.5 sense 4x2 3row cvt at 5p,2023,Automotora,4x2,used,26580,automatica,bencina,CLP,20190000,,2026-07-07,2026-07-07,1,1,+56226564761,No disponible
CL-AD-13372660,https://www.chileautos.cl/vehiculos/detalles/2014-nissan-navara/CL-AD-13372660,nissan,navara,,2014,Particular,4x2,used,237650,manual,bencina,CLP,7800000,,2026-07-07,2026-07-07,1,1,No disponible,No disponible
CL-AD-20414304,https://www.chileautos.cl/vehiculos/detalles/2014-mercedes-benz-gla-220/CL-AD-20414304,mercedes-benz,gla 220,220 ,2014,Particular,4x2,used,255000,automatica,diesel,CLP,12900000,,2026-07-07,2026-07-07,1,1,No disponible,No disponible
CP-AD-8540689,https://www.chileautos.cl/vehiculos/detalles/2016-jeep-grand-cherokee-3-6-limited-4wd-at-5p/CP-AD-8540689,jeep,grand cherokee,cherokee 3.6 limited 4wd at 5p.,2016,Automotora,4x4,used,55000,automatica,bencina,CLP,20490000,,2026-07-07,2026-07-07,1,1,No disponible,+56949958924
GI-AD-870100,https://www.chileautos.cl/vehiculos/detalles/seat-ateca-2024-1-4-xperience-tsi-4x2-dsg-at-5p/GI-AD-870100,seat,ateca,1.4 xperience tsi 4x2 dsg at 5p,2024,Automotora,4x2,used,29192,automatica,bencina,CLP,17890000,,2026-07-07,2026-07-07,1,1,+56228698617,No disponible
GI-AD-889440,https://www.chileautos.cl/vehiculos/detalles/peugeot-2008-2024-1-2-allure-pack-puretech-130hp-4x2-mt-5p/GI-AD-889440,peugeot,2008,1.2 allure pack puretech 130hp 4x2 mt 5p,2024,Automotora,4x2,used,38891,manual,bencina,CLP,13690000,,2026-07-07,2026-07-07,1,1,+56228697196,No disponible
CL-AD-18251321,https://www.chileautos.cl/vehiculos/detalles/2019-chevrolet-sail-1-5-4x2-mt-4p/CL-AD-18251321,chevrolet,sail,1.5 4x2 mt 4p.,2019,Particular,4x2,used,240000,manual,bencina,CLP,4000000,,2026-07-07,2026-07-07,1,1,No disponible,+56950179518
CL-AD-19662675,https://www.chileautos.cl/vehiculos/detalles/2021-citroën-berlingo-1-6-multispace-m-hdi-diesel-4x2-100-bvm-mt-5p/CL-AD-19662675,citroën,berlingo,1.6 multispace m hdi diesel 4x2 100 bvm mt 5p.,2021,Particular,4x2,used,49275,manual,diesel,CLP,10900000,,2026-07-07,2026-07-07,1,1,No disponible,No disponible
CL-AD-20473581,https://www.chileautos.cl/vehiculos/detalles/2020-subaru-xv/CL-AD-20473581,subaru,xv,,2020,Particular,4x2,used,148500,automatica,bencina,CLP,13000000,,2026-07-07,2026-07-07,1,1,No disponible,+56992820631
CP-AD-8538508,https://www.chileautos.cl/vehiculos/detalles/2021-skoda-karoq-tsi-1-4-at/CP-AD-8538508,skoda,karoq,tsi 1.4 at,2021,Automotora,4x2,used,49000,automatica,bencina,CLP,14490000,,2026-07-07,2026-07-07,1,1,+56226568898,+56226568898
CL-AD-19730567,https://www.chileautos.cl/vehiculos/detalles/2013-chevrolet-orlando/CL-AD-19730567,chevrolet,orlando,,2013,Particular,4x2,used,173000,automatica,diesel,CLP,6200000,,2026-07-07,2026-07-07,1,1,No disponible,+56962224540
CL-AD-20560493,https://www.chileautos.cl/vehiculos/detalles/2022-chery-tiggo-3-1-5-gls-4x2-5mt-5p/CL-AD-20560493,chery,tiggo 3,3 1.5 gls 4x2 5mt 5p.,2022,Particular,4x2,used,37300,manual,bencina,CLP,8150000,,2026-07-07,2026-07-07,1,1,No disponible,+56954163532
GI-AD-883584,https://www.chileautos.cl/vehiculos/detalles/haval-jolion-2021-1-5t-elite-4x2-mt-5p/GI-AD-883584,haval,jolion,1.5t elite 4x2 mt 5p,2021,Automotora,4x2,used,40727,manual,bencina,CLP,10890000,,2026-07-07,2026-07-07,1,1,+56228697213,No disponible
CL-AD-18375311,https://www.chileautos.cl/vehiculos/detalles/2022-mitsubishi-l200-2-4-work-cr-diesel-wf-dob-cab-4x2-mt-4p/CL-AD-18375311,mitsubishi,l200,2.4 work cr diesel wf dob. cab. 4x2 mt 4p.,2022,Particular,4x2,used,75000,manual,diesel,CLP,21000000,,2026-07-07,2026-07-07,1,1,No disponible,+56981817310
CP-AD-8541754,https://www.chileautos.cl/vehiculos/detalles/2022-chevrolet-tahoe-5-3-z71-4x4-at-5p/CP-AD-8541754,chevrolet,tahoe,5.3 z71 4x4 at 5p.,2022,Automotora,4x4,used,69900,automatica,bencina,CLP,44900000,,2026-07-07,2026-07-07,1,1,+56226586929,+56226586929
CL-AD-20512574,https://www.chileautos.cl/vehiculos/detalles/2016-ford-focus-2-0-se-4x2-mt-4p/CL-AD-20512574,ford,focus,2.0 se 4x2 mt 4p.,2016,Particular,4x2,used,118780,manual,bencina,CLP,6500000,,2026-07-07,2026-07-07,1,1,No disponible,No disponible
CL-AD-20602460,https://www.chileautos.cl/vehiculos/detalles/2025-chevrolet-captiva-1-5t-ltz-r-4x2-cvt-at-5p/CL-AD-20602460,chevrolet,captiva,1.5t ltz r 4x2 cvt at 5p.,2025,Particular,4x2,used,7200,automatica,bencina,CLP,15300000,,2026-07-07,2026-07-07,1,1,No disponible,+56993596926
GI-AD-898583,https://www.chileautos.cl/vehiculos/detalles/mazda-bt-50-2023-3-0-high-diesel-4x4-dob-cab-6mt-4p/GI-AD-898583,mazda,bt-50,3.0 high diesel 4x4 dob.cab. 6mt 4p,2023,Automotora,4x4,used,36530,manual,diesel,CLP,26490000,,2026-07-07,2026-07-07,1,1,+56226564721,No disponible
CL-AD-20548505,https://www.chileautos.cl/vehiculos/detalles/2001-jeep-cherokee-4-0-classic-at-5p/CL-AD-20548505,jeep,cherokee,4.0 classic at 5p.,2001,Particular,4x2,used,290000,automatica,bencina,CLP,9990000,,2026-07-07,2026-07-07,1,1,No disponible,+56984091860
CP-AD-8532226,https://www.chileautos.cl/vehiculos/detalles/2019-volvo-xc60-2-0-t5-momentum-awd-my19-at-5p/CP-AD-8532226,volvo,xc60,2.0 t5 momentum awd my19 at 5p.,2019,Automotora,4x2,used,69000,automatica,bencina,CLP,24590000,,2026-07-07,2026-07-07,1,1,+56228691808,+56228691808
CL-AD-19273509,https://www.chileautos.cl/vehiculos/detalles/2017-chevrolet-prisma-1-4-ltz-4x2-mt-4p/CL-AD-19273509,chevrolet,prisma,1.4 ltz 4x2 mt 4p.,2017,Particular,4x2,used,111500,manual,bencina,CLP,5950000,,2026-07-07,2026-07-07,1,1,No disponible,+56936999448
GI-AD-878319,https://www.chileautos.cl/vehiculos/detalles/mg-mg-zx-2026-1-5-dlx-2wd-cvt-at-5p/GI-AD-878319,mg,zx,2026 1.5 dlx 2wd cvt at 5p,2026,Automotora,4x2,used,100,automatica,bencina,CLP,11490000,,2026-07-07,2026-07-07,1,1,+56228697204,No disponible
CL-AD-20353614,https://www.chileautos.cl/vehiculos/detalles/2017-kia-cerato-1-6-sx-4x2-6at-4p/CL-AD-20353614,kia,cerato,1.6 sx 4x2 6at 4p.,2017,Particular,4x2,used,87000,automatica,bencina,CLP,9690000,,2026-07-07,2026-07-07,1,1,No disponible,+56995451936
GI-AD-889283,https://www.chileautos.cl/vehiculos/detalles/haval-h6-2019-1-5-sport-elite-4x2-mt-5p/GI-AD-889283,haval,haval h6,1.5 sport elite 4x2 mt 5p,2019,Automotora,4x2,used,102111,manual,bencina,CLP,7990000,,2026-07-07,2026-07-07,1,1,+56226586164,No disponible
CL-AD-13030611,https://www.chileautos.cl/vehiculos/detalles/2010-nissan-murano/CL-AD-13030611,nissan,murano,,2010,Particular,4x2,used,105000,automatica,bencina,CLP,13000000,,2026-07-07,2026-07-07,1,1,No disponible,No disponible
CL-AD-18811836,https://www.chileautos.cl/vehiculos/detalles/2013-kia-cerato-1-6-sx-4x2-ac-dab-abs-mt-4p/CL-AD-18811836,kia,cerato,1.6 sx 4x2 ac dab abs mt 4p.,2013,Particular,4x2,used,51000,manual,bencina,CLP,6500000,,2026-07-07,2026-07-07,1,1,No disponible,No disponible
CP-AD-8512226,https://www.chileautos.cl/vehiculos/detalles/2021-jeep-grand-cherokee-3-6-limited-x-4wd-at-5p/CP-AD-8512226,jeep,grand cherokee,cherokee 3.6 limited x 4wd at 5p.,2021,Automotora,4x4,used,92867,automatica,bencina,CLP,23990000,,2026-07-07,2026-07-07,1,1,+56226587039,+56226587039
CL-AD-20524373,https://www.chileautos.cl/vehiculos/detalles/2024-chevrolet-onix-1-0t-lt-r-4x2-sdn-mt-4p/CL-AD-20524373,chevrolet,onix,1.0t lt r 4x2 sdn mt 4p.,2024,Particular,4x2,used,22000,manual,bencina,CLP,13100000,,2026-07-07,2026-07-07,1,1,No disponible,+56932366589
CL-AD-13083389,https://www.chileautos.cl/vehiculos/detalles/2020-jeep-grand-cherokee/CL-AD-13083389,jeep,grand cherokee,cherokee ,2020,Particular,4x2,used,37000,,bencina,CLP,43500000,,2026-07-07,2026-07-07,1,1,No disponible,No disponible
GI-AD-876831,https://www.chileautos.cl/vehiculos/detalles/ford-explorer-2018-2-3-ecoboost-limited-4x4-at-5p/GI-AD-876831,ford,explorer,2.3 ecoboost limited 4x4 at 5p,2018,Automotora,4x4,used,84180,automatica,bencina,CLP,18990000,,2026-07-07,2026-07-07,1,1,+56226586962,+56226586962
CP-AD-8539919,https://www.chileautos.cl/vehiculos/detalles/2018-renault-captur-1-5-intens-diesel-f2-4x2-mt-5p/CP-AD-8539919,renault,captur,1.5 intens diesel f2 4x2 mt 5p.,2018,Automotora,4x2,used,164000,manual,diesel,CLP,7490000,,2026-07-07,2026-07-07,1,1,+56228698407,+56228698407
CL-AD-20248584,https://www.chileautos.cl/vehiculos/detalles/2016-ford-focus-2-0-se-at-power-shift/CL-AD-20248584,ford,focus,2.0 se at power shift,2016,Particular,4x2,used,190000,automatica,bencina,CLP,8400000,,2026-07-07,2026-07-07,1,1,No disponible,No disponible
CL-AD-20309842,https://www.chileautos.cl/vehiculos/detalles/2022-peugeot-3008-blue-hdi-130-eat8-1-5-aut/CL-AD-20309842,peugeot,3008,blue hdi 130 eat8 1.5 aut,2022,Particular,4x2,used,66050,,,CLP,17890000,,2026-07-07,2026-07-07,1,1,No disponible,+56998226513
CL-AD-20552249,https://www.chileautos.cl/vehiculos/detalles/2022-changan-alsvin-1-5-elite-4x2-at-4p/CL-AD-20552249,changan,alsvin,1.5 elite 4x2 at 4p.,2022,Particular,4x2,used,31900,automatica,bencina,CLP,6950000,,2026-07-07,2026-07-07,1,1,No disponible,No disponible
CL-AD-19916970,https://www.chileautos.cl/vehiculos/detalles/2019-suzuki-grand-nomade/CL-AD-19916970,suzuki,grand nomade,nomade ,2019,Particular,4x2,used,85000,automatica,bencina,CLP,14990000,,2026-07-07,2026-07-07,1,1,No disponible,+56997600086
