id,url,version_oficial,cilindrada_cc,cilindrada,power_hp,torque_nm,carroceria,categoria,traccion_spec,transmision_spec,tipo_caja,combustible_spec,puertas,asientos,cilindros,autonomia_km,peso_kg
CP-AD-8534632,https://www.chileautos.cl/vehiculos/detalles/2025-peugeot-2008-1-5-gt-bluehdi-diesel-130hp-4x2-eat8-5p/CP-AD-8534632,1.5 GT BLUEHDI DIESEL 130HP 4X2 EAT8 5P,1499.0,1.5,130.0,300.0,"SUV, 5 puertas, 5 asientos",SUV,4X2,Automática,Automática,Diesel,5.0,5.0,4.0,1104.0,1270.0
CP-AD-8536616,https://www.chileautos.cl/vehiculos/detalles/2023-ford-ranger-3-2-xlt-4x2-diesel-dob-cab-mt-4p/CP-AD-8536616,3.2 XLT 4X2 DIESEL DOB. CAB. MT 4P,3198.0,3.2,200.0,470.0,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X2,Manual,Mecánico,Diesel,4.0,5.0,5.0,880.0,3200.0
CP-AD-8492523,https://www.chileautos.cl/vehiculos/detalles/2026-ford-ranger-3-0t-raptor-4x4-dob-cab-at-4p/CP-AD-8492523,3.0T RAPTOR 4X4 DOB. CAB. AT 4P,2956.0,3.0,288.0,491.0,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X4,Automática,Automática,Bencina,4.0,5.0,6.0,664.0,3130.0
GI-AD-858993,https://www.chileautos.cl/vehiculos/detalles/chevrolet-tracker-1-2t-ltz-r-4x2-at-5p-2025/GI-AD-858993,,,,,,,,,,,,,,,,
CL-AD-18820983,https://www.chileautos.cl/vehiculos/detalles/2021-chevrolet-silverado-5-3-lt-trailboss-z71-4x4-at-4p/CL-AD-18820983,5.3 LT TRAILBOSS Z71 4X4 AT 4P,5300.0,5.3,355.0,518.0,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X4,Automática,Automática,Bencina,4.0,5.0,8.0,691.0,2300.0
CL-AD-17614727,https://www.chileautos.cl/vehiculos/detalles/2024-chevrolet-silverado-5-3-lt-trail-boss-z71-4x4-at-4p/CL-AD-17614727,5.3 LT TRAIL BOSS Z71 4X4 AT 4P,5300.0,5.3,355.0,518.0,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X4,Automática,Automática,Bencina,4.0,5.0,8.0,728.0,3130.0
CP-AD-8481586,https://www.chileautos.cl/vehiculos/detalles/2026-chevrolet-silverado-5-3-lt-r-trail-boss-z71-4x4-at-4p/CP-AD-8481586,5.3 LT R TRAIL BOSS Z71 4X4 AT 4P,5300.0,5.3,355.0,518.0,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X4,Automática,Automática,Bencina,4.0,5.0,8.0,728.0,3130.0
CL-AD-20564055,https://www.chileautos.cl/vehiculos/detalles/2019-toyota-rav4/CL-AD-20564055,,,,,,,,,,,,,,,,
CP-AD-8527654,https://www.chileautos.cl/vehiculos/detalles/2025-ford-ranger-3-0-dsl-auto-limited-4wd/CP-AD-8527654,,,,,,,,,,,,,,,,
CP-AD-8529512,https://www.chileautos.cl/vehiculos/detalles/2024-toyota-rav4-2-0-xle-4x2-cvt-at-5p/CP-AD-8529512,2.0 XLE 4X2 CVT AT 5P,1987.0,2.0,170.0,203.0,"SUV, 5 puertas, 5 asientos",SUV,4X2,Automática,Automática Cvt,Bencina,5.0,5.0,4.0,825.0,1480.0
CP-AD-8531783,https://www.chileautos.cl/vehiculos/detalles/2025-chevrolet-silverado-3-0-high-country-4x4-at-4p/CP-AD-8531783,3.0 HIGH COUNTRY 4X4 AT 4P,3000.0,3.0,305.0,671.0,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X4,Automática,Automática,Diesel,4.0,5.0,6.0,1064.0,3266.0
CP-AD-8532113,https://www.chileautos.cl/vehiculos/detalles/2019-ford-explorer-explorer-limited-4x4-3-5-at/CP-AD-8532113,,,,,,,,,,,,,,,,
GI-AD-893923,https://www.chileautos.cl/vehiculos/detalles/ford-f-150-2024-platinum-3-5-4x4-aut/GI-AD-893923,,,,,,,,,,,,,,,,
CP-AD-8541407,https://www.chileautos.cl/vehiculos/detalles/2025-ford-ranger-3-0t-raptor-4x4-dob-cab-at-4p/CP-AD-8541407,3.0T RAPTOR 4X4 DOB. CAB. AT 4P,2956.0,3.0,288.0,491.0,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X4,Automática,Automática,Bencina,4.0,5.0,6.0,664.0,3130.0
CP-AD-8533174,https://www.chileautos.cl/vehiculos/detalles/2024-ford-ranger-3-0-ltd-diesel-4x4-dob-cab-at-4p/CP-AD-8533174,3.0 LTD DIESEL 4X4 DOB. CAB. AT 4P,2993.0,3.0,241.0,600.0,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X4,Automática,Automática,Diesel,4.0,5.0,6.0,904.0,3300.0
CP-AD-8540823,https://www.chileautos.cl/vehiculos/detalles/2025-chevrolet-silverado-6-2-zr2-r-4x4-at-4p/CP-AD-8540823,6.2 ZR2 R 4X4 AT 4P,6200.0,6.2,420.0,624.0,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X4,Automática,Automática,Bencina,4.0,5.0,8.0,618.0,3221.0
CP-AD-8492697,https://www.chileautos.cl/vehiculos/detalles/2024-ford-explorer-2-3-ecoboost-xlt-4x2-at-5p/CP-AD-8492697,2.3 ECOBOOST XLT 4X2 AT 5P,2300.0,2.3,300.0,420.0,"SUV, 5 puertas, 7 asientos",SUV,4X2,Automática,Automática,Bencina,5.0,7.0,4.0,646.0,1971.0
CL-AD-19482552,https://www.chileautos.cl/vehiculos/detalles/2022-peugeot-3008-active-pack-1-2-puretech/CL-AD-19482552,,,,,,,,,,,,,,,,
CL-AD-19608660,https://www.chileautos.cl/vehiculos/detalles/2023-chevrolet-silverado-5-3-lt-trail-boss-z71-4x4-at-4p/CL-AD-19608660,5.3 LT TRAIL BOSS Z71 4X4 AT 4P,5300.0,5.3,355.0,518.0,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X4,Automática,Automática,Bencina,4.0,5.0,8.0,728.0,3130.0
GI-AD-812553,https://www.chileautos.cl/vehiculos/detalles/peugeot-2008-2019-1-2-puretech-110-hp-auto-gt-line/GI-AD-812553,,,,,,,,,,,,,,,,
CL-AD-20508890,https://www.chileautos.cl/vehiculos/detalles/2022-peugeot-2008-1-2-allure-puretech-130-4x2-at-5p/CL-AD-20508890,1.2 ALLURE PURETECH 130 4X2 AT 5P,1199.0,1.2,130.0,230.0,"SUV, 5 puertas, 5 asientos",SUV,4X2,Automática,Automática,Bencina,5.0,5.0,3.0,792.0,1160.0
CP-AD-8538788,https://www.chileautos.cl/vehiculos/detalles/2026-ford-ranger-xlt-4x4-2-0-aut/CP-AD-8538788,,,,,,,,,,,,,,,,
CP-AD-8520358,https://www.chileautos.cl/vehiculos/detalles/2024-chevrolet-silverado-3-0-high-country-4x4-at-4p/CP-AD-8520358,3.0 HIGH COUNTRY 4X4 AT 4P,3000.0,3.0,305.0,671.0,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X4,Automática,Automática,Diesel,4.0,5.0,6.0,1064.0,3266.0
CP-AD-8518424,https://www.chileautos.cl/vehiculos/detalles/2023-nissan-x-trail-2-5-advance-4x2-3row-cvt-at-5p/CP-AD-8518424,2.5 ADVANCE 4X2 3ROW CVT AT 5P,2488.0,2.5,181.0,245.0,"SUV, 5 puertas, 7 asientos",SUV,4X2,Automática,Automática Cvt,Bencina,5.0,7.0,4.0,676.0,1578.0
GI-AD-881500,https://www.chileautos.cl/vehiculos/detalles/ford-explorer-2023-2-3-ecoboost/GI-AD-881500,,,,,,,,,,,,,,,,
CL-AD-20561224,https://www.chileautos.cl/vehiculos/detalles/2021-mitsubishi-l200-2-4-katana-crt-diesel-special-pack-dob-cab-4x4-mt-4p/CL-AD-20561224,2.4 KATANA CRT DIESEL SPECIAL PACK DOB. CAB. 4X4 MT 4P,2442.0,2.4,152.0,380.0,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X4,Manual,Mecánico,Diesel,4.0,5.0,4.0,787.0,1840.0
CP-AD-8540105,https://www.chileautos.cl/vehiculos/detalles/2022-ford-ranger-3-2-xlt-4x2-diesel-dob-cab-mt-4p/CP-AD-8540105,3.2 XLT 4X2 DIESEL DOB. CAB. MT 4P,3198.0,3.2,200.0,470.0,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X2,Manual,Mecánico,Diesel,4.0,5.0,5.0,880.0,3200.0
CP-AD-8540540,https://www.chileautos.cl/vehiculos/detalles/2021-chevrolet-silverado-5-3-lt-trailboss-z71-4x4-at-4p/CP-AD-8540540,5.3 LT TRAILBOSS Z71 4X4 AT 4P,5300.0,5.3,355.0,518.0,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X4,Automática,Automática,Bencina,4.0,5.0,8.0,691.0,2300.0
CL-AD-13646416,https://www.chileautos.cl/vehiculos/detalles/2019-ford-explorer/CL-AD-13646416,,,,,,,,,,,,,,,,
CP-AD-8486188,https://www.chileautos.cl/vehiculos/detalles/2026-chevrolet-silverado-3-0-high-country-4x4-at-4p/CP-AD-8486188,3.0 HIGH COUNTRY 4X4 AT 4P,3000.0,3.0,305.0,671.0,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X4,Automática,Automática,Diesel,4.0,5.0,6.0,1064.0,3266.0
CP-AD-8501241,https://www.chileautos.cl/vehiculos/detalles/2022-peugeot-3008-1-5-gt-bluehdi-4x2-130-eat8-5p/CP-AD-8501241,1.5 GT BLUEHDI 4X2 130 EAT8 5P,1499.0,1.5,130.0,300.0,"SUV, 5 puertas, 5 asientos",SUV,4X2,Automática,Automática,Diesel,5.0,5.0,4.0,1362.0,1429.0
CP-AD-8533949,https://www.chileautos.cl/vehiculos/detalles/2021-mitsubishi-l200-dakar-hp-dcab-4x4-2-4-aut/CP-AD-8533949,,,,,,,,,,,,,,,,
CL-AD-20087328,https://www.chileautos.cl/vehiculos/detalles/2024-chevrolet-silverado-6-2-zr2-4x4-at-4p/CL-AD-20087328,6.2 ZR2 4X4 AT 4P,6200.0,6.2,420.0,624.0,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X4,Automática,Automática,Bencina,4.0,5.0,8.0,618.0,3221.0
CL-AD-20091949,https://www.chileautos.cl/vehiculos/detalles/2018-peugeot-3008-allure-blue-hdi-1-6-aut/CL-AD-20091949,,,,,,,,,,,,,,,,
GI-AD-863827,https://www.chileautos.cl/vehiculos/detalles/chevrolet-tracker-2023-1-2t-lt/GI-AD-863827,,,,,,,,,,,,,,,,
GI-AD-875271,https://www.chileautos.cl/vehiculos/detalles/chevrolet-tracker-1-2t-ltz-r-4x2-at-5p-2025/GI-AD-875271,,,,,,,,,,,,,,,,
CL-AD-20223777,https://www.chileautos.cl/vehiculos/detalles/2014-ford-explorer/CL-AD-20223777,,,,,,,,,,,,,,,,
CL-AD-14244530,https://www.chileautos.cl/vehiculos/detalles/2019-chevrolet-silverado-5-3-high-country-4wd-cc-dob-cab-at-4p/CL-AD-14244530,5.3 HIGH COUNTRY 4WD CC DOB. CAB. AT 4P,5300.0,5.3,355.0,518.0,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X4,Automática,Automática,Bencina,4.0,5.0,8.0,764.0,2477.0
CP-AD-8533650,https://www.chileautos.cl/vehiculos/detalles/2023-toyota-rav4-2-0-le-4x2-cvt-at-5p/CP-AD-8533650,2.0 LE 4X2 CVT AT 5P,1987.0,2.0,170.0,203.0,"SUV, 5 puertas, 5 asientos",SUV,4X2,Automática,Automática Cvt,Bencina,5.0,5.0,4.0,825.0,1480.0
CL-AD-20316549,https://www.chileautos.cl/vehiculos/detalles/2024-chevrolet-silverado-5-3-lt-r-trail-boss-z71-4x4-at-4p/CL-AD-20316549,5.3 LT R TRAIL BOSS Z71 4X4 AT 4P,5300.0,5.3,355.0,518.0,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X4,Automática,Automática,Bencina,4.0,5.0,8.0,728.0,3130.0
CL-AD-20351632,https://www.chileautos.cl/vehiculos/detalles/2021-mitsubishi-l200-2-4-katana-crt-diesel-special-pack-dob-cab-4x4-mt-4p/CL-AD-20351632,2.4 KATANA CRT DIESEL SPECIAL PACK DOB. CAB. 4X4 MT 4P,2442.0,2.4,152.0,380.0,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X4,Manual,Mecánico,Diesel,4.0,5.0,4.0,787.0,1840.0
GI-AD-879842,https://www.chileautos.cl/vehiculos/detalles/chevrolet-silverado-5-3-lt-trailboss-z71-4x4-at-4p-2022/GI-AD-879842,,,,,,,,,,,,,,,,
CP-AD-8539277,https://www.chileautos.cl/vehiculos/detalles/2024-peugeot-2008-1-5-allure-pack-bluehdi-130hp-diesel-4x2-eat8-5p/CP-AD-8539277,1.5 ALLURE PACK BLUEHDI 130HP DIESEL 4X2 EAT8 5P,1499.0,1.5,130.0,300.0,"SUV, 5 puertas, 5 asientos",SUV,4X2,Automática,Automática,Diesel,5.0,5.0,4.0,1196.0,1270.0
CP-AD-8530022,https://www.chileautos.cl/vehiculos/detalles/2017-nissan-x-trail-2-5-advance-4x2-cvt-at-5p/CP-AD-8530022,2.5 ADVANCE 4X2 CVT AT 5P,2500.0,2.5,169.0,233.0,"SUV, 5 puertas, 7 asientos",SUV,4X2,Automática,Automática Cvt,Bencina,5.0,7.0,4.0,744.0,2140.0
CP-AD-8539782,https://www.chileautos.cl/vehiculos/detalles/2019-chevrolet-silverado-5-3-ltz-4wd-cc-z71-dob-cab-at-4p/CP-AD-8539782,5.3 LTZ 4WD CC Z71 DOB. CAB. AT 4P,5300.0,5.3,355.0,518.0,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X4,Automática,Automática,Bencina,4.0,5.0,8.0,745.0,2477.0
GI-AD-884880,https://www.chileautos.cl/vehiculos/detalles/chevrolet-silverado-2024-6-2-zr2-at-4x4/GI-AD-884880,,,,,,,,,,,,,,,,
CP-AD-8540013,https://www.chileautos.cl/vehiculos/detalles/2020-ford-ranger-2-5-xlt-4x2-dob-cab-mt-4p/CP-AD-8540013,2.5 XLT 4X2 DOB. CAB. MT 4P,2488.0,2.5,166.0,225.0,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X2,Manual,Mecánico,Bencina,4.0,5.0,4.0,704.0,3200.0
GI-AD-871712,https://www.chileautos.cl/vehiculos/detalles/peugeot-3008-2017-active/GI-AD-871712,,,,,,,,,,,,,,,,
CP-AD-8523947,https://www.chileautos.cl/vehiculos/detalles/2022-chevrolet-silverado-5-3-lt-trailboss-z71-4x4-at-4p/CP-AD-8523947,5.3 LT TRAILBOSS Z71 4X4 AT 4P,5300.0,5.3,355.0,518.0,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X4,Automática,Automática,Bencina,4.0,5.0,8.0,691.0,2300.0
CP-AD-8535469,https://www.chileautos.cl/vehiculos/detalles/2026-nissan-x-trail-2-5-advance-4x2-3row-cvt-at-5p/CP-AD-8535469,2.5 ADVANCE 4X2 3ROW CVT AT 5P,2488.0,2.5,181.0,245.0,"SUV, 5 puertas, 7 asientos",SUV,4X2,Automática,Automática Cvt,Bencina,5.0,7.0,4.0,676.0,1578.0
CL-AD-20025126,https://www.chileautos.cl/vehiculos/detalles/2018-chevrolet-tracker-1-8-lt-ml-fwd-e5-mt-5p/CL-AD-20025126,1.8 LT ML FWD E5 MT 5P,1800.0,1.8,138.0,178.0,"SUV, 5 puertas, 5 asientos",SUV,4X2,Manual,Mecánico,Bencina,5.0,5.0,4.0,689.0,1264.0
CP-AD-8507474,https://www.chileautos.cl/vehiculos/detalles/2014-ford-explorer-3-5-limited-4x4-at-5p/CP-AD-8507474,3.5 LIMITED 4X4 AT 5P,3500.0,3.5,290.0,345.0,"SUV, 5 puertas, 7 asientos",SUV,4X4,Automática,Automática,Bencina,5.0,7.0,,602.0,2062.0
CL-AD-20084385,https://www.chileautos.cl/vehiculos/detalles/2021-mitsubishi-l200-2-4-katana-cr-diesel-special-pack-dob-cab-4x2-mt-4p/CL-AD-20084385,2.4 KATANA CR DIESEL SPECIAL PACK DOB. CAB. 4X2 MT 4P,2442.0,2.4,152.0,380.0,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X2,Manual,Mecánico,Diesel,4.0,5.0,4.0,1012.0,2760.0
CP-AD-8540113,https://www.chileautos.cl/vehiculos/detalles/2025-ford-ranger-3-0t-raptor-4x4-dob-cab-at-4p/CP-AD-8540113,3.0T RAPTOR 4X4 DOB. CAB. AT 4P,2956.0,3.0,288.0,491.0,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X4,Automática,Automática,Bencina,4.0,5.0,6.0,664.0,3130.0
GI-AD-854917,https://www.chileautos.cl/vehiculos/detalles/chevrolet-silverado-cc-dcab-4x4-5-3-aut-2020/GI-AD-854917,,,,,,,,,,,,,,,,
CL-AD-20082545,https://www.chileautos.cl/vehiculos/detalles/2021-peugeot-3008-1-6-gt-puretech-4x2-180-eat8-5p/CL-AD-20082545,1.6 GT PURETECH 4X2 180 EAT8 5P,1598.0,1.6,180.0,250.0,"SUV, 5 puertas, 5 asientos",SUV,4X2,Automática,Automática,Bencina,5.0,5.0,4.0,943.0,1429.0
GI-AD-892629,https://www.chileautos.cl/vehiculos/detalles/nissan-x-trail-2020-2-5-sense-4x2-3row-cvt-at-5p/GI-AD-892629,,,,,,,,,,,,,,,,
CP-AD-8517786,https://www.chileautos.cl/vehiculos/detalles/2026-ford-ranger-3-0t-raptor-4x4-dob-cab-at-4p/CP-AD-8517786,3.0T RAPTOR 4X4 DOB. CAB. AT 4P,2956.0,3.0,288.0,491.0,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X4,Automática,Automática,Bencina,4.0,5.0,6.0,664.0,3130.0
CP-AD-8517800,https://www.chileautos.cl/vehiculos/detalles/2026-ford-f-150-5-0-lariat-black-cc-4x4-dob-cab-at-4p/CP-AD-8517800,5.0 LARIAT BLACK CC 4X4 DOB. CAB. AT 4P,5038.0,5.0,400.0,556.0,"Pick-up, 4 puertas, 6 asientos",Pick-up,4X4,Automática,Automática,Bencina,4.0,6.0,8.0,1142.0,3221.0
CP-AD-8537351,https://www.chileautos.cl/vehiculos/detalles/2019-ford-explorer-2-3-limited-ecoboost-4x4-at-5p/CP-AD-8537351,2.3 LIMITED ECOBOOST 4X4 AT 5P,2300.0,2.3,280.0,419.0,"SUV, 5 puertas, 7 asientos",SUV,4X4,Automática,Automática,Bencina,5.0,7.0,,665.0,2000.0
CP-AD-8539930,https://www.chileautos.cl/vehiculos/detalles/2021-chevrolet-tracker-1-2t-ltz-fwd-at-5p/CP-AD-8539930,1.2T LTZ FWD AT 5P,1200.0,1.2,130.0,190.0,"SUV, 5 puertas, 5 asientos",SUV,4X2,Automática,Automática,Bencina,5.0,5.0,3.0,647.0,1241.0
CP-AD-8535947,https://www.chileautos.cl/vehiculos/detalles/2024-ford-ranger-3-0-ltd-diesel-4x4-dob-cab-at-4p/CP-AD-8535947,3.0 LTD DIESEL 4X4 DOB. CAB. AT 4P,2993.0,3.0,241.0,600.0,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X4,Automática,Automática,Diesel,4.0,5.0,6.0,904.0,3300.0
CP-AD-8536796,https://www.chileautos.cl/vehiculos/detalles/2016-ford-explorer-2-0-limited-4wd-at-5p/CP-AD-8536796,2.0 LIMITED 4WD AT 5P,2000.0,2.0,240.0,365.0,"SUV, 5 puertas, 7 asientos",SUV,4X4,Automática,Automática,Bencina,5.0,7.0,4.0,728.0,2018.0
CP-AD-8529702,https://www.chileautos.cl/vehiculos/detalles/2020-ford-f-150-xlt/CP-AD-8529702,,,,,,,,,,,,,,,,
CP-AD-8532728,https://www.chileautos.cl/vehiculos/detalles/2024-chevrolet-silverado-3-0-high-country-4x4-at-4p/CP-AD-8532728,3.0 HIGH COUNTRY 4X4 AT 4P,3000.0,3.0,305.0,671.0,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X4,Automática,Automática,Diesel,4.0,5.0,6.0,1064.0,3266.0
CL-AD-19638918,https://www.chileautos.cl/vehiculos/detalles/2017-ford-f-150-5-0-xlt-cc-dob-cab-4x4-at-4p/CL-AD-19638918,5.0 XLT CC DOB. CAB. 4X4 AT 4P,4949.0,5.0,385.0,525.0,"Pick-up, 4 puertas, 6 asientos",Pick-up,4X4,Automática,Automática,Bencina,4.0,6.0,8.0,609.0,2200.0
CP-AD-8524125,https://www.chileautos.cl/vehiculos/detalles/2015-ford-explorer-3-5-limited-4x4-at-5p/CP-AD-8524125,3.5 LIMITED 4X4 AT 5P,3500.0,3.5,290.0,345.0,"SUV, 5 puertas, 7 asientos",SUV,4X4,Automática,Automática,Bencina,5.0,7.0,,602.0,2062.0
CL-AD-19975730,https://www.chileautos.cl/vehiculos/detalles/2015-chevrolet-silverado-5-3-ltz-4wd-cc-z71-at-4p/CL-AD-19975730,5.3 LTZ 4WD CC Z71 AT 4P,5300.0,5.3,355.0,518.0,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X4,Automática,Automática,Bencina,4.0,5.0,8.0,813.0,2287.0
CP-AD-8490996,https://www.chileautos.cl/vehiculos/detalles/2026-chevrolet-silverado-zr2-at-4wd/CP-AD-8490996,,,,,,,,,,,,,,,,
CP-AD-8507120,https://www.chileautos.cl/vehiculos/detalles/2024-peugeot-2008-1-5-allure-pack-bluehdi-130-diesel-4x2-at-5p/CP-AD-8507120,1.5 ALLURE PACK BLUEHDI 130 DIESEL 4X2 AT 5P,1499.0,1.5,130.0,205.0,"SUV, 5 puertas, 5 asientos",SUV,4X2,Automática,Automática,Diesel,5.0,5.0,4.0,1102.0,1773.0
CP-AD-8530334,https://www.chileautos.cl/vehiculos/detalles/2023-chevrolet-silverado-5-3-lt-trail-boss-z71-4x4-at-4p/CP-AD-8530334,5.3 LT TRAIL BOSS Z71 4X4 AT 4P,5300.0,5.3,355.0,518.0,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X4,Automática,Automática,Bencina,4.0,5.0,8.0,728.0,3130.0
GI-AD-882331,https://www.chileautos.cl/vehiculos/detalles/peugeot-2008-2021-1-2-allure-pack-puretech-130-mt/GI-AD-882331,,,,,,,,,,,,,,,,
CL-AD-18255817,https://www.chileautos.cl/vehiculos/detalles/2016-chevrolet-silverado-5-3-ltz-4wd-cc-a-at-4p/CL-AD-18255817,5.3 LTZ 4WD CC A AT 4P,5300.0,5.3,355.0,518.0,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X4,Automática,Automática,Bencina,4.0,5.0,8.0,813.0,3266.0
GI-AD-891405,https://www.chileautos.cl/vehiculos/detalles/mitsubishi-l200-2024-l200-work-2-2-4x2-mt/GI-AD-891405,,,,,,,,,,,,,,,,
CP-AD-8534497,https://www.chileautos.cl/vehiculos/detalles/2023-ford-ranger-limited-4x4-3-2-aut/CP-AD-8534497,,,,,,,,,,,,,,,,
CL-AD-20556426,https://www.chileautos.cl/vehiculos/detalles/2024-peugeot-2008-1-5-allure-pack-bluehdi-130hp-diesel-4x2-eat8-5p/CL-AD-20556426,1.5 ALLURE PACK BLUEHDI 130HP DIESEL 4X2 EAT8 5P,1499.0,1.5,130.0,300.0,"SUV, 5 puertas, 5 asientos",SUV,4X2,Automática,Automática,Diesel,5.0,5.0,4.0,1196.0,1270.0
CP-AD-8525962,https://www.chileautos.cl/vehiculos/detalles/2023-chevrolet-silverado-5-3-lt-trail-boss-z71-4x4-at-4p/CP-AD-8525962,5.3 LT TRAIL BOSS Z71 4X4 AT 4P,5300.0,5.3,355.0,518.0,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X4,Automática,Automática,Bencina,4.0,5.0,8.0,728.0,3130.0
CP-AD-8538783,https://www.chileautos.cl/vehiculos/detalles/2024-toyota-rav4-2-5-xle-hybrid-hv-4x2-cvt-at-5p/CP-AD-8538783,2.5 XLE HYBRID HV 4X2 CVT AT 5P,2487.0,2.5,215.0,221.0,"SUV, 5 puertas, 5 asientos",SUV,4X2,Automática,Automática Cvt,Híbrido,5.0,5.0,4.0,1155.0,1670.0
CP-AD-8538281,https://www.chileautos.cl/vehiculos/detalles/2023-chevrolet-silverado-3-0-high-country-4x4-at-4p/CP-AD-8538281,3.0 HIGH COUNTRY 4X4 AT 4P,3000.0,3.0,305.0,671.0,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X4,Automática,Automática,Diesel,4.0,5.0,6.0,1064.0,3266.0
GI-AD-883215,https://www.chileautos.cl/vehiculos/detalles/ford-ranger-2024-xlt-4x4/GI-AD-883215,,,,,,,,,,,,,,,,
CL-AD-20034264,https://www.chileautos.cl/vehiculos/detalles/2022-mitsubishi-l200-2-4-katana-crm-diesel-special-pack-dob-cab-4x4-mt-4p/CL-AD-20034264,2.4 KATANA CRM DIESEL SPECIAL PACK DOB. CAB. 4X4 MT 4P,2442.0,2.4,152.0,380.0,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X4,Manual,Mecánico,Diesel,4.0,5.0,4.0,787.0,1840.0
CL-AD-17957537,https://www.chileautos.cl/vehiculos/detalles/2022-peugeot-3008-1-6-gt-hybrid4-4x4-300-eat8-5p/CL-AD-17957537,1.6 GT HYBRID4 4X4 300 EAT8 5P,1598.0,1.6,300.0,520.0,"SUV, 5 puertas, 5 asientos",SUV,4X4,Automática,Automática,Híbrido,5.0,5.0,4.0,927.0,1833.0
CP-AD-8527881,https://www.chileautos.cl/vehiculos/detalles/2017-ford-explorer-2-3-ecoboost-4x4-limited-at-5p/CP-AD-8527881,2.3 ECOBOOST 4X4 LIMITED AT 5P,2300.0,2.3,280.0,419.0,"SUV, 5 puertas, 7 asientos",SUV,4X4,Automática,Automática,Bencina,5.0,7.0,,658.0,2000.0
CL-AD-19115854,https://www.chileautos.cl/vehiculos/detalles/2012-nissan-x-trail/CL-AD-19115854,,,,,,,,,,,,,,,,
CL-AD-19646093,https://www.chileautos.cl/vehiculos/detalles/2025-toyota-rav4-2-5-xse-hybrid-4x2-cvt-at-5p/CL-AD-19646093,2.5 XSE HYBRID 4X2 CVT AT 5P,2487.0,2.5,215.0,221.0,"SUV, 5 puertas, 5 asientos",SUV,4X2,Automática,Automática Cvt,Híbrido,5.0,5.0,4.0,1155.0,1670.0
CL-AD-13791534,https://www.chileautos.cl/vehiculos/detalles/2017-ford-f-150-5-0-xlt-cc-dob-cab-4x4-at-4p/CL-AD-13791534,5.0 XLT CC DOB. CAB. 4X4 AT 4P,4949.0,5.0,385.0,525.0,"Pick-up, 4 puertas, 6 asientos",Pick-up,4X4,Automática,Automática,Bencina,4.0,6.0,8.0,609.0,2200.0
CL-AD-19583816,https://www.chileautos.cl/vehiculos/detalles/2022-ford-ranger-3-2-xlt-4x4-diesel-dob-cab-mt-4p/CL-AD-19583816,3.2 XLT 4X4 DIESEL DOB. CAB. MT 4P,3198.0,3.2,200.0,470.0,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X4,Manual,Mecánico,Diesel,4.0,5.0,5.0,992.0,3200.0
CP-AD-8531862,https://www.chileautos.cl/vehiculos/detalles/2017-toyota-rav4-2-0-super-lujo-4x2-cvt-at-5p/CP-AD-8531862,2.0 SUPER LUJO 4X2 CVT AT 5P,1987.0,2.0,143.0,187.0,"SUV, 5 puertas, 5 asientos",SUV,4X2,Automática,Automática Cvt,Bencina,5.0,5.0,4.0,822.0,1610.0
CL-AD-19574701,https://www.chileautos.cl/vehiculos/detalles/2019-ford-ranger-3-2-xls-4x4-diesel-dob-cab-mt-4p/CL-AD-19574701,3.2 XLS 4X4 DIESEL DOB. CAB. MT 4P,3198.0,3.2,197.0,470.0,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X4,Manual,Mecánico,Diesel,4.0,5.0,5.0,992.0,3200.0
